"","Date","Time","Depth","points"
"23319","4/28/2024",09:00:00,"17",2.983
"23320","4/28/2024",09:00:00,"13",2.956
"23321","4/28/2024",09:00:00,"11",3.036
"23322","4/28/2024",09:00:00,"9",3.036
"23323","4/28/2024",09:00:00,"7",3.036
"23324","4/28/2024",09:00:00,"5",2.93
"23325","4/28/2024",09:00:00,"1",1.643
"23326","4/28/2024",10:00:00,"33",3.221
"23327","4/28/2024",10:00:00,"31",3.063
"23328","4/28/2024",10:00:00,"29",3.089
"23329","4/28/2024",10:00:00,"27",3.116
"23330","4/28/2024",10:00:00,"25",2.983
"23331","4/28/2024",10:00:00,"23",3.089
"23332","4/28/2024",10:00:00,"21",3.036
"23333","4/28/2024",10:00:00,"19",2.956
"23334","4/28/2024",10:00:00,"17",2.983
"23335","4/28/2024",10:00:00,"13",2.956
"23336","4/28/2024",10:00:00,"11",3.036
"23337","4/28/2024",10:00:00,"9",3.036
"23338","4/28/2024",10:00:00,"7",3.036
"23339","4/28/2024",10:00:00,"5",2.93
"23340","4/28/2024",10:00:00,"1",1.67
"23341","4/28/2024",11:00:00,"33",3.248
"23342","4/28/2024",11:00:00,"31",3.063
"23343","4/28/2024",11:00:00,"29",3.089
"23344","4/28/2024",11:00:00,"27",3.116
"23345","4/28/2024",11:00:00,"25",2.983
"23346","4/28/2024",11:00:00,"23",3.089
"23347","4/28/2024",11:00:00,"21",3.063
"23348","4/28/2024",11:00:00,"19",2.983
"23349","4/28/2024",11:00:00,"17",2.983
"23350","4/28/2024",11:00:00,"13",2.956
"23351","4/28/2024",11:00:00,"11",3.036
"23352","4/28/2024",11:00:00,"9",3.036
"23353","4/28/2024",11:00:00,"7",3.063
"23354","4/28/2024",11:00:00,"5",2.956
"23355","4/28/2024",11:00:00,"1",1.724
"23356","4/28/2024",12:00:00,"33",3.248
"23357","4/28/2024",12:00:00,"31",3.063
"23358","4/28/2024",12:00:00,"29",3.089
"23359","4/28/2024",12:00:00,"27",3.116
"23360","4/28/2024",12:00:00,"25",2.983
"23361","4/28/2024",12:00:00,"23",3.089
"23362","4/28/2024",12:00:00,"21",3.089
"23363","4/28/2024",12:00:00,"19",2.983
"23364","4/28/2024",12:00:00,"17",3.009
"23365","4/28/2024",12:00:00,"13",2.983
"23366","4/28/2024",12:00:00,"11",3.036
"23367","4/28/2024",12:00:00,"9",3.063
"23368","4/28/2024",12:00:00,"7",3.063
"23369","4/28/2024",12:00:00,"5",2.956
"23370","4/28/2024",12:00:00,"1",1.724
"23371","4/28/2024",13:00:00,"33",3.248
"23372","4/28/2024",13:00:00,"31",3.063
"23373","4/28/2024",13:00:00,"29",3.089
"23374","4/28/2024",13:00:00,"27",3.142
"23375","4/28/2024",13:00:00,"25",2.983
"23376","4/28/2024",13:00:00,"23",3.089
"23377","4/28/2024",13:00:00,"21",3.089
"23378","4/28/2024",13:00:00,"19",2.983
"23379","4/28/2024",13:00:00,"17",3.009
"23380","4/28/2024",13:00:00,"13",2.983
"23381","4/28/2024",13:00:00,"11",3.036
"23382","4/28/2024",13:00:00,"9",3.063
"23383","4/28/2024",13:00:00,"7",3.063
"23384","4/28/2024",13:00:00,"5",2.983
"23385","4/28/2024",13:00:00,"1",1.778
"23386","4/28/2024",14:00:00,"33",3.221
"23387","4/28/2024",14:00:00,"31",3.063
"23388","4/28/2024",14:00:00,"29",3.089
"23389","4/28/2024",14:00:00,"27",3.142
"23390","4/28/2024",14:00:00,"25",2.983
"23391","4/28/2024",14:00:00,"23",3.089
"23392","4/28/2024",14:00:00,"21",3.089
"23393","4/28/2024",14:00:00,"19",2.983
"23394","4/28/2024",14:00:00,"17",3.036
"23395","4/28/2024",14:00:00,"13",2.983
"23396","4/28/2024",14:00:00,"11",3.036
"23397","4/28/2024",14:00:00,"9",3.063
"23398","4/28/2024",14:00:00,"7",3.063
"23399","4/28/2024",14:00:00,"5",2.983
"23400","4/28/2024",14:00:00,"1",1.751
"23401","4/28/2024",15:00:00,"33",3.221
"23402","4/28/2024",15:00:00,"31",3.063
"23403","4/28/2024",15:00:00,"29",3.089
"23404","4/28/2024",15:00:00,"27",3.142
"23405","4/28/2024",15:00:00,"25",2.983
"23406","4/28/2024",15:00:00,"23",3.089
"23407","4/28/2024",15:00:00,"21",3.089
"23408","4/28/2024",15:00:00,"19",2.983
"23409","4/28/2024",15:00:00,"17",3.036
"23410","4/28/2024",15:00:00,"13",2.983
"23411","4/28/2024",15:00:00,"11",3.036
"23412","4/28/2024",15:00:00,"9",3.063
"23413","4/28/2024",15:00:00,"7",3.036
"23414","4/28/2024",15:00:00,"5",2.956
"23415","4/28/2024",15:00:00,"1",1.724
"23416","4/28/2024",16:00:00,"33",3.221
"23417","4/28/2024",16:00:00,"31",3.063
"23418","4/28/2024",16:00:00,"29",3.089
"23419","4/28/2024",16:00:00,"27",3.142
"23420","4/28/2024",16:00:00,"25",2.983
"23421","4/28/2024",16:00:00,"23",3.089
"23422","4/28/2024",16:00:00,"21",3.089
"23423","4/28/2024",16:00:00,"19",2.983
"23424","4/28/2024",16:00:00,"17",3.036
"23425","4/28/2024",16:00:00,"13",2.983
"23426","4/28/2024",16:00:00,"11",3.036
"23427","4/28/2024",16:00:00,"9",3.036
"23428","4/28/2024",16:00:00,"7",3.036
"23429","4/28/2024",16:00:00,"5",2.956
"23430","4/28/2024",16:00:00,"1",1.724
"23431","4/28/2024",17:00:00,"33",3.221
"23432","4/28/2024",17:00:00,"31",3.063
"23433","4/28/2024",17:00:00,"29",3.089
"23434","4/28/2024",17:00:00,"27",3.142
"23435","4/28/2024",17:00:00,"25",2.983
"23436","4/28/2024",17:00:00,"23",3.089
"23437","4/28/2024",17:00:00,"21",3.089
"23438","4/28/2024",17:00:00,"19",2.983
"23439","4/28/2024",17:00:00,"17",3.036
"23440","4/28/2024",17:00:00,"13",2.983
"23441","4/28/2024",17:00:00,"11",3.036
"23442","4/28/2024",17:00:00,"9",3.036
"23443","4/28/2024",17:00:00,"7",3.036
"23444","4/28/2024",17:00:00,"5",2.956
"23445","4/28/2024",17:00:00,"1",1.697
"23446","4/28/2024",18:00:00,"33",3.221
"23447","4/28/2024",18:00:00,"31",3.063
"23448","4/28/2024",18:00:00,"29",3.089
"23449","4/28/2024",18:00:00,"27",3.142
"23450","4/28/2024",18:00:00,"25",2.983
"23451","4/28/2024",18:00:00,"23",3.089
"23452","4/28/2024",18:00:00,"21",3.089
"23453","4/28/2024",18:00:00,"19",2.983
"23454","4/28/2024",18:00:00,"17",3.036
"23455","4/28/2024",18:00:00,"13",2.983
"23456","4/28/2024",18:00:00,"11",3.009
"23457","4/28/2024",18:00:00,"9",3.036
"23458","4/28/2024",18:00:00,"7",3.036
"23459","4/28/2024",18:00:00,"5",2.93
"23460","4/28/2024",18:00:00,"1",1.67
"23461","4/28/2024",19:00:00,"33",3.221
"23462","4/28/2024",19:00:00,"31",3.063
"23463","4/28/2024",19:00:00,"29",3.089
"23464","4/28/2024",19:00:00,"27",3.142
"23465","4/28/2024",19:00:00,"25",2.983
"23466","4/28/2024",19:00:00,"23",3.089
"23467","4/28/2024",19:00:00,"21",3.089
"23468","4/28/2024",19:00:00,"19",2.983
"23469","4/28/2024",19:00:00,"17",3.036
"23470","4/28/2024",19:00:00,"13",2.983
"23471","4/28/2024",19:00:00,"11",3.009
"23472","4/28/2024",19:00:00,"9",3.036
"23473","4/28/2024",19:00:00,"7",3.009
"23474","4/28/2024",19:00:00,"5",2.93
"23475","4/28/2024",19:00:00,"1",1.643
"23476","4/28/2024",20:00:00,"33",3.221
"23477","4/28/2024",20:00:00,"31",3.036
"23478","4/28/2024",20:00:00,"29",3.089
"23479","4/28/2024",20:00:00,"27",3.142
"23480","4/28/2024",20:00:00,"25",2.983
"23481","4/28/2024",20:00:00,"23",3.089
"23482","4/28/2024",20:00:00,"21",3.089
"23483","4/28/2024",20:00:00,"19",2.983
"23484","4/28/2024",20:00:00,"17",3.036
"23485","4/28/2024",20:00:00,"13",2.983
"23486","4/28/2024",20:00:00,"11",3.009
"23487","4/28/2024",20:00:00,"9",3.036
"23488","4/28/2024",20:00:00,"7",3.009
"23489","4/28/2024",20:00:00,"5",2.93
"23490","4/28/2024",20:00:00,"1",1.643
"23491","4/28/2024",21:00:00,"33",3.221
"23492","4/28/2024",21:00:00,"31",3.063
"23493","4/28/2024",21:00:00,"29",3.089
"23494","4/28/2024",21:00:00,"27",3.142
"23495","4/28/2024",21:00:00,"25",2.983
"23496","4/28/2024",21:00:00,"23",3.089
"23497","4/28/2024",21:00:00,"21",3.089
"23498","4/28/2024",21:00:00,"19",2.983
"23499","4/28/2024",21:00:00,"17",3.036
"23500","4/28/2024",21:00:00,"13",2.983
"23501","4/28/2024",21:00:00,"11",3.009
"23502","4/28/2024",21:00:00,"9",3.036
"23503","4/28/2024",21:00:00,"7",3.009
"23504","4/28/2024",21:00:00,"5",2.903
"23505","4/28/2024",21:00:00,"1",1.643
"23506","4/28/2024",22:00:00,"33",3.221
"23507","4/28/2024",22:00:00,"31",3.089
"23508","4/28/2024",22:00:00,"29",3.089
"23509","4/28/2024",22:00:00,"27",3.142
"23510","4/28/2024",22:00:00,"25",2.983
"23511","4/28/2024",22:00:00,"23",3.089
"23512","4/28/2024",22:00:00,"21",3.089
"23513","4/28/2024",22:00:00,"19",2.983
"23514","4/28/2024",22:00:00,"17",3.036
"23515","4/28/2024",22:00:00,"13",2.983
"23516","4/28/2024",22:00:00,"11",3.009
"23517","4/28/2024",22:00:00,"9",3.036
"23518","4/28/2024",22:00:00,"7",3.009
"23519","4/28/2024",22:00:00,"5",2.903
"23520","4/28/2024",22:00:00,"1",1.643
"23521","4/28/2024",23:00:00,"33",3.221
"23522","4/28/2024",23:00:00,"31",3.063
"23523","4/28/2024",23:00:00,"29",3.089
"23524","4/28/2024",23:00:00,"27",3.142
"23525","4/28/2024",23:00:00,"25",2.983
"23526","4/28/2024",23:00:00,"23",3.089
"23527","4/28/2024",23:00:00,"21",3.089
"23528","4/28/2024",23:00:00,"19",2.983
"23529","4/28/2024",23:00:00,"17",3.036
"23530","4/28/2024",23:00:00,"13",2.983
"23531","4/28/2024",23:00:00,"11",3.009
"23532","4/28/2024",23:00:00,"9",3.036
"23533","4/28/2024",23:00:00,"7",3.009
"23534","4/28/2024",23:00:00,"5",2.93
"23535","4/28/2024",23:00:00,"1",1.643
"23536","4/29/2024",00:00:00,"33",3.248
"23537","4/29/2024",00:00:00,"31",3.063
"23538","4/29/2024",00:00:00,"29",3.089
"23539","4/29/2024",00:00:00,"27",3.142
"23540","4/29/2024",00:00:00,"25",2.983
"23541","4/29/2024",00:00:00,"23",3.089
"23542","4/29/2024",00:00:00,"21",3.089
"23543","4/29/2024",00:00:00,"19",2.983
"23544","4/29/2024",00:00:00,"17",3.036
"23545","4/29/2024",00:00:00,"13",2.983
"23546","4/29/2024",00:00:00,"11",3.009
"23547","4/29/2024",00:00:00,"9",3.036
"23548","4/29/2024",00:00:00,"7",3.009
"23549","4/29/2024",00:00:00,"5",2.93
"23550","4/29/2024",00:00:00,"1",1.643
"23551","4/29/2024",01:00:00,"33",3.274
"23552","4/29/2024",01:00:00,"31",3.063
"23553","4/29/2024",01:00:00,"29",3.089
"23554","4/29/2024",01:00:00,"27",3.142
"23555","4/29/2024",01:00:00,"25",2.983
"23556","4/29/2024",01:00:00,"23",3.089
"23557","4/29/2024",01:00:00,"21",3.089
"23558","4/29/2024",01:00:00,"19",2.983
"23559","4/29/2024",01:00:00,"17",3.009
"23560","4/29/2024",01:00:00,"13",2.983
"23561","4/29/2024",01:00:00,"11",2.983
"23562","4/29/2024",01:00:00,"9",3.036
"23563","4/29/2024",01:00:00,"7",3.009
"23564","4/29/2024",01:00:00,"5",2.93
"23565","4/29/2024",01:00:00,"1",1.643
"23566","4/29/2024",02:00:00,"33",3.274
"23567","4/29/2024",02:00:00,"31",3.089
"23568","4/29/2024",02:00:00,"29",3.089
"23569","4/29/2024",02:00:00,"27",3.142
"23570","4/29/2024",02:00:00,"25",2.983
"23571","4/29/2024",02:00:00,"23",3.089
"23572","4/29/2024",02:00:00,"21",3.063
"23573","4/29/2024",02:00:00,"19",2.983
"23574","4/29/2024",02:00:00,"17",3.009
"23575","4/29/2024",02:00:00,"13",2.983
"23576","4/29/2024",02:00:00,"11",2.983
"23577","4/29/2024",02:00:00,"9",3.036
"23578","4/29/2024",02:00:00,"7",3.009
"23579","4/29/2024",02:00:00,"5",2.903
"23580","4/29/2024",02:00:00,"1",1.643
"23581","4/29/2024",03:00:00,"33",3.274
"23582","4/29/2024",03:00:00,"31",3.089
"23583","4/29/2024",03:00:00,"29",3.089
"23584","4/29/2024",03:00:00,"27",3.142
"23585","4/29/2024",03:00:00,"25",2.983
"23586","4/29/2024",03:00:00,"23",3.089
"23587","4/29/2024",03:00:00,"21",3.063
"23588","4/29/2024",03:00:00,"19",2.983
"23589","4/29/2024",03:00:00,"17",3.009
"23590","4/29/2024",03:00:00,"13",2.983
"23591","4/29/2024",03:00:00,"11",2.983
"23592","4/29/2024",03:00:00,"9",3.036
"23593","4/29/2024",03:00:00,"7",3.009
"23594","4/29/2024",03:00:00,"5",2.93
"23595","4/29/2024",03:00:00,"1",1.643
"23596","4/29/2024",04:00:00,"33",3.274
"23597","4/29/2024",04:00:00,"31",3.089
"23598","4/29/2024",04:00:00,"29",3.089
"23599","4/29/2024",04:00:00,"27",3.142
"23600","4/29/2024",04:00:00,"25",2.983
"23601","4/29/2024",04:00:00,"23",3.089
"23602","4/29/2024",04:00:00,"21",3.063
"23603","4/29/2024",04:00:00,"19",2.983
"23604","4/29/2024",04:00:00,"17",3.009
"23605","4/29/2024",04:00:00,"13",2.956
"23606","4/29/2024",04:00:00,"11",2.983
"23607","4/29/2024",04:00:00,"9",3.036
"23608","4/29/2024",04:00:00,"7",3.009
"23609","4/29/2024",04:00:00,"5",2.93
"23610","4/29/2024",04:00:00,"1",1.643
"23611","4/29/2024",05:00:00,"33",3.248
"23612","4/29/2024",05:00:00,"31",3.089
"23613","4/29/2024",05:00:00,"29",3.089
"23614","4/29/2024",05:00:00,"27",3.142
"23615","4/29/2024",05:00:00,"25",2.983
"23616","4/29/2024",05:00:00,"23",3.089
"23617","4/29/2024",05:00:00,"21",3.063
"23618","4/29/2024",05:00:00,"19",2.983
"23619","4/29/2024",05:00:00,"17",2.983
"23620","4/29/2024",05:00:00,"13",2.956
"23621","4/29/2024",05:00:00,"11",2.983
"23622","4/29/2024",05:00:00,"9",3.036
"23623","4/29/2024",05:00:00,"7",3.009
"23624","4/29/2024",05:00:00,"5",2.93
"23625","4/29/2024",05:00:00,"1",1.643
"23626","4/29/2024",06:00:00,"33",3.248
"23627","4/29/2024",06:00:00,"31",3.063
"23628","4/29/2024",06:00:00,"29",3.089
"23629","4/29/2024",06:00:00,"27",3.142
"23630","4/29/2024",06:00:00,"25",2.983
"23631","4/29/2024",06:00:00,"23",3.089
"23632","4/29/2024",06:00:00,"21",3.063
"23633","4/29/2024",06:00:00,"19",2.956
"23634","4/29/2024",06:00:00,"17",3.009
"23635","4/29/2024",06:00:00,"13",2.956
"23636","4/29/2024",06:00:00,"11",2.983
"23637","4/29/2024",06:00:00,"9",3.036
"23638","4/29/2024",06:00:00,"7",3.009
"23639","4/29/2024",06:00:00,"5",2.93
"23640","4/29/2024",06:00:00,"1",1.67
"23641","4/29/2024",07:00:00,"33",3.248
"23642","4/29/2024",07:00:00,"31",3.063
"23643","4/29/2024",07:00:00,"29",3.089
"23644","4/29/2024",07:00:00,"27",3.142
"23645","4/29/2024",07:00:00,"25",2.983
"23646","4/29/2024",07:00:00,"23",3.089
"23647","4/29/2024",07:00:00,"21",3.063
"23648","4/29/2024",07:00:00,"19",2.956
"23649","4/29/2024",07:00:00,"17",3.009
"23650","4/29/2024",07:00:00,"13",2.956
"23651","4/29/2024",07:00:00,"11",2.983
"23652","4/29/2024",07:00:00,"9",3.036
"23653","4/29/2024",07:00:00,"7",3.009
"23654","4/29/2024",07:00:00,"5",2.93
"23655","4/29/2024",07:00:00,"1",1.67
"23656","4/29/2024",08:00:00,"33",3.221
"23657","4/29/2024",08:00:00,"31",3.063
"23658","4/29/2024",08:00:00,"29",3.089
"23659","4/29/2024",08:00:00,"27",3.142
"23660","4/29/2024",08:00:00,"25",2.983
"23661","4/29/2024",08:00:00,"23",3.089
"23662","4/29/2024",08:00:00,"21",3.063
"23663","4/29/2024",08:00:00,"19",2.956
"23664","4/29/2024",08:00:00,"17",3.009
"23665","4/29/2024",08:00:00,"13",2.956
"23666","4/29/2024",08:00:00,"11",2.983
"23667","4/29/2024",08:00:00,"9",3.036
"23668","4/29/2024",08:00:00,"7",3.009
"23669","4/29/2024",08:00:00,"5",2.93
"23670","4/29/2024",08:00:00,"1",1.697
"23671","4/29/2024",09:00:00,"33",3.248
"23672","4/29/2024",09:00:00,"31",3.063
"23673","4/29/2024",09:00:00,"29",3.089
"23674","4/29/2024",09:00:00,"27",3.142
"23675","4/29/2024",09:00:00,"25",2.983
"23676","4/29/2024",09:00:00,"23",3.089
"23677","4/29/2024",09:00:00,"21",3.063
"23678","4/29/2024",09:00:00,"19",2.956
"23679","4/29/2024",09:00:00,"17",3.009
"23680","4/29/2024",09:00:00,"13",2.956
"23681","4/29/2024",09:00:00,"11",3.009
"23682","4/29/2024",09:00:00,"9",3.036
"23683","4/29/2024",09:00:00,"7",3.036
"23684","4/29/2024",09:00:00,"5",2.956
"23685","4/29/2024",09:00:00,"1",1.751
"23686","4/29/2024",10:00:00,"33",3.221
"23687","4/29/2024",10:00:00,"31",3.063
"23688","4/29/2024",10:00:00,"29",3.089
"23689","4/29/2024",10:00:00,"27",3.116
"23690","4/29/2024",10:00:00,"25",2.983
"23691","4/29/2024",10:00:00,"23",3.089
"23692","4/29/2024",10:00:00,"21",3.063
"23693","4/29/2024",10:00:00,"19",2.956
"23694","4/29/2024",10:00:00,"17",3.009
"23695","4/29/2024",10:00:00,"13",2.983
"23696","4/29/2024",10:00:00,"11",3.009
"23697","4/29/2024",10:00:00,"9",3.036
"23698","4/29/2024",10:00:00,"7",3.036
"23699","4/29/2024",10:00:00,"5",2.983
"23700","4/29/2024",10:00:00,"1",1.778
"23701","4/29/2024",11:00:00,"33",3.221
"23702","4/29/2024",11:00:00,"31",3.063
"23703","4/29/2024",11:00:00,"29",3.089
"23704","4/29/2024",11:00:00,"27",3.142
"23705","4/29/2024",11:00:00,"25",2.983
"23706","4/29/2024",11:00:00,"23",3.089
"23707","4/29/2024",11:00:00,"21",3.063
"23708","4/29/2024",11:00:00,"19",2.956
"23709","4/29/2024",11:00:00,"17",3.009
"23710","4/29/2024",11:00:00,"13",2.983
"23711","4/29/2024",11:00:00,"11",3.009
"23712","4/29/2024",11:00:00,"9",3.036
"23713","4/29/2024",11:00:00,"7",3.036
"23714","4/29/2024",11:00:00,"5",2.983
"23715","4/29/2024",11:00:00,"1",1.805
"23716","4/29/2024",12:00:00,"33",3.221
"23717","4/29/2024",12:00:00,"31",3.063
"23718","4/29/2024",12:00:00,"29",3.089
"23719","4/29/2024",12:00:00,"27",3.142
"23720","4/29/2024",12:00:00,"25",2.983
"23721","4/29/2024",12:00:00,"23",3.089
"23722","4/29/2024",12:00:00,"21",3.063
"23723","4/29/2024",12:00:00,"19",2.956
"23724","4/29/2024",12:00:00,"17",3.009
"23725","4/29/2024",12:00:00,"13",2.983
"23726","4/29/2024",12:00:00,"11",3.009
"23727","4/29/2024",12:00:00,"9",3.036
"23728","4/29/2024",12:00:00,"7",3.063
"23729","4/29/2024",12:00:00,"5",3.009
"23730","4/29/2024",12:00:00,"1",1.805
"23731","4/29/2024",13:00:00,"33",3.221
"23732","4/29/2024",13:00:00,"31",3.063
"23733","4/29/2024",13:00:00,"29",3.089
"23734","4/29/2024",13:00:00,"27",3.142
"23735","4/29/2024",13:00:00,"25",2.983
"23736","4/29/2024",13:00:00,"23",3.089
"23737","4/29/2024",13:00:00,"21",3.063
"23738","4/29/2024",13:00:00,"19",2.956
"23739","4/29/2024",13:00:00,"17",3.009
"23740","4/29/2024",13:00:00,"13",2.983
"23741","4/29/2024",13:00:00,"11",3.036
"23742","4/29/2024",13:00:00,"9",3.036
"23743","4/29/2024",13:00:00,"7",3.063
"23744","4/29/2024",13:00:00,"5",3.009
"23745","4/29/2024",13:00:00,"1",1.859
"23746","4/29/2024",14:00:00,"33",3.221
"23747","4/29/2024",14:00:00,"31",3.063
"23748","4/29/2024",14:00:00,"29",3.089
"23749","4/29/2024",14:00:00,"27",3.116
"23750","4/29/2024",14:00:00,"25",2.956
"23751","4/29/2024",14:00:00,"23",3.089
"23752","4/29/2024",14:00:00,"21",3.063
"23753","4/29/2024",14:00:00,"19",2.956
"23754","4/29/2024",14:00:00,"17",3.009
"23755","4/29/2024",14:00:00,"13",2.983
"23756","4/29/2024",14:00:00,"11",3.036
"23757","4/29/2024",14:00:00,"9",3.063
"23758","4/29/2024",14:00:00,"7",3.063
"23759","4/29/2024",14:00:00,"5",3.009
"23760","4/29/2024",14:00:00,"1",1.859
"23761","4/29/2024",15:00:00,"33",3.248
"23762","4/29/2024",15:00:00,"31",3.063
"23763","4/29/2024",15:00:00,"29",3.089
"23764","4/29/2024",15:00:00,"27",3.116
"23765","4/29/2024",15:00:00,"25",2.983
"23766","4/29/2024",15:00:00,"23",3.063
"23767","4/29/2024",15:00:00,"21",3.063
"23768","4/29/2024",15:00:00,"19",2.983
"23769","4/29/2024",15:00:00,"17",3.009
"23770","4/29/2024",15:00:00,"13",2.983
"23771","4/29/2024",15:00:00,"11",3.036
"23772","4/29/2024",15:00:00,"9",3.063
"23773","4/29/2024",15:00:00,"7",3.063
"23774","4/29/2024",15:00:00,"5",3.009
"23775","4/29/2024",15:00:00,"1",1.859
"23776","4/29/2024",16:00:00,"33",3.274
"23777","4/29/2024",16:00:00,"31",3.063
"23778","4/29/2024",16:00:00,"29",3.089
"23779","4/29/2024",16:00:00,"27",3.116
"23780","4/29/2024",16:00:00,"25",2.983
"23781","4/29/2024",16:00:00,"23",3.063
"23782","4/29/2024",16:00:00,"21",3.063
"23783","4/29/2024",16:00:00,"19",2.983
"23784","4/29/2024",16:00:00,"17",3.009
"23785","4/29/2024",16:00:00,"13",2.983
"23786","4/29/2024",16:00:00,"11",3.036
"23787","4/29/2024",16:00:00,"9",3.063
"23788","4/29/2024",16:00:00,"7",3.063
"23789","4/29/2024",16:00:00,"5",2.983
"23790","4/29/2024",16:00:00,"1",1.859
"23791","4/29/2024",17:00:00,"33",3.274
"23792","4/29/2024",17:00:00,"31",3.063
"23793","4/29/2024",17:00:00,"29",3.089
"23794","4/29/2024",17:00:00,"27",3.116
"23795","4/29/2024",17:00:00,"25",2.956
"23796","4/29/2024",17:00:00,"23",3.063
"23797","4/29/2024",17:00:00,"21",3.063
"23798","4/29/2024",17:00:00,"19",2.956
"23799","4/29/2024",17:00:00,"17",3.009
"23800","4/29/2024",17:00:00,"13",2.983
"23801","4/29/2024",17:00:00,"11",3.009
"23802","4/29/2024",17:00:00,"9",3.063
"23803","4/29/2024",17:00:00,"7",3.036
"23804","4/29/2024",17:00:00,"5",2.983
"23805","4/29/2024",17:00:00,"1",1.805
"23806","4/29/2024",18:00:00,"33",3.274
"23807","4/29/2024",18:00:00,"31",3.063
"23808","4/29/2024",18:00:00,"29",3.089
"23809","4/29/2024",18:00:00,"27",3.142
"23810","4/29/2024",18:00:00,"25",2.956
"23811","4/29/2024",18:00:00,"23",3.063
"23812","4/29/2024",18:00:00,"21",3.063
"23813","4/29/2024",18:00:00,"19",2.956
"23814","4/29/2024",18:00:00,"17",3.009
"23815","4/29/2024",18:00:00,"13",2.956
"23816","4/29/2024",18:00:00,"11",2.983
"23817","4/29/2024",18:00:00,"9",3.063
"23818","4/29/2024",18:00:00,"7",3.036
"23819","4/29/2024",18:00:00,"5",2.956
"23820","4/29/2024",18:00:00,"1",1.751
"23821","4/29/2024",19:00:00,"33",3.274
"23822","4/29/2024",19:00:00,"31",3.063
"23823","4/29/2024",19:00:00,"29",3.089
"23824","4/29/2024",19:00:00,"27",3.142
"23825","4/29/2024",19:00:00,"25",2.956
"23826","4/29/2024",19:00:00,"23",3.063
"23827","4/29/2024",19:00:00,"21",3.063
"23828","4/29/2024",19:00:00,"19",2.956
"23829","4/29/2024",19:00:00,"17",3.009
"23830","4/29/2024",19:00:00,"13",2.956
"23831","4/29/2024",19:00:00,"11",2.983
"23832","4/29/2024",19:00:00,"9",3.036
"23833","4/29/2024",19:00:00,"7",3.036
"23834","4/29/2024",19:00:00,"5",2.956
"23835","4/29/2024",19:00:00,"1",1.751
"23836","4/29/2024",20:00:00,"33",3.248
"23837","4/29/2024",20:00:00,"31",3.063
"23838","4/29/2024",20:00:00,"29",3.089
"23839","4/29/2024",20:00:00,"27",3.142
"23840","4/29/2024",20:00:00,"25",2.956
"23841","4/29/2024",20:00:00,"23",3.063
"23842","4/29/2024",20:00:00,"21",3.063
"23843","4/29/2024",20:00:00,"19",2.956
"23844","4/29/2024",20:00:00,"17",3.009
"23845","4/29/2024",20:00:00,"13",2.956
"23846","4/29/2024",20:00:00,"11",2.983
"23847","4/29/2024",20:00:00,"9",3.036
"23848","4/29/2024",20:00:00,"7",3.009
"23849","4/29/2024",20:00:00,"5",2.93
"23850","4/29/2024",20:00:00,"1",1.751
"23851","4/29/2024",21:00:00,"33",3.248
"23852","4/29/2024",21:00:00,"31",3.063
"23853","4/29/2024",21:00:00,"29",3.089
"23854","4/29/2024",21:00:00,"27",3.142
"23855","4/29/2024",21:00:00,"25",2.956
"23856","4/29/2024",21:00:00,"23",3.063
"23857","4/29/2024",21:00:00,"21",3.063
"23858","4/29/2024",21:00:00,"19",2.956
"23859","4/29/2024",21:00:00,"17",3.009
"23860","4/29/2024",21:00:00,"13",2.983
"23861","4/29/2024",21:00:00,"11",2.983
"23862","4/29/2024",21:00:00,"9",3.036
"23863","4/29/2024",21:00:00,"7",3.009
"23864","4/29/2024",21:00:00,"5",2.93
"23865","4/29/2024",21:00:00,"1",1.751
"23866","4/29/2024",22:00:00,"33",3.221
"23867","4/29/2024",22:00:00,"31",3.063
"23868","4/29/2024",22:00:00,"29",3.089
"23869","4/29/2024",22:00:00,"27",3.142
"23870","4/29/2024",22:00:00,"25",2.956
"23871","4/29/2024",22:00:00,"23",3.063
"23872","4/29/2024",22:00:00,"21",3.063
"23873","4/29/2024",22:00:00,"19",2.956
"23874","4/29/2024",22:00:00,"17",3.009
"23875","4/29/2024",22:00:00,"13",2.956
"23876","4/29/2024",22:00:00,"11",2.983
"23877","4/29/2024",22:00:00,"9",3.036
"23878","4/29/2024",22:00:00,"7",3.009
"23879","4/29/2024",22:00:00,"5",2.93
"23880","4/29/2024",22:00:00,"1",1.751
"23881","4/29/2024",23:00:00,"33",3.221
"23882","4/29/2024",23:00:00,"31",3.063
"23883","4/29/2024",23:00:00,"29",3.089
"23884","4/29/2024",23:00:00,"27",3.142
"23885","4/29/2024",23:00:00,"25",2.956
"23886","4/29/2024",23:00:00,"23",3.063
"23887","4/29/2024",23:00:00,"21",3.063
"23888","4/29/2024",23:00:00,"19",2.956
"23889","4/29/2024",23:00:00,"17",3.009
"23890","4/29/2024",23:00:00,"13",2.983
"23891","4/29/2024",23:00:00,"11",2.983
"23892","4/29/2024",23:00:00,"9",3.036
"23893","4/29/2024",23:00:00,"7",3.009
"23894","4/29/2024",23:00:00,"5",2.93
"23895","4/29/2024",23:00:00,"1",1.751
"23896","4/30/2024",00:00:00,"33",3.221
"23897","4/30/2024",00:00:00,"31",3.063
"23898","4/30/2024",00:00:00,"29",3.089
"23899","4/30/2024",00:00:00,"27",3.142
"23900","4/30/2024",00:00:00,"25",2.956
